"주소1","주소2","주소3","주소4","학교명","분류","국어","영어","수학","평균","특목고계"
"서울","성동구","","","경일중학교","공립","83.0","73.8","68.8","75.2","1"
"경남","의령군","지정면","마산리","지정중학교","사립","83.0","49.5","57.8","63.4","0"
"울산","울주군","범서읍","구영리","구영중학교","공립","83.0","79.4","79.8","80.7","3"
"경기","안양시","동안구","호계동","대안중학교","공립","83.0","82.3","81.3","82.2","18"
"경기","의왕시","내손동","","갈뫼중학교","공립","83.0","83.5","76.5","81.0","6"
"대전","유성구","관평동","","대전동화중학교","공립","83.0","73.0","77.3","77.8","15"
"서울","서대문구","연희동","","연북중학교","공립","83.0","73.3","74.4","76.9","4"
"전남","고흥군","점암면","","고흥점암중앙중학교","공립","83.0","67.4","74.6","75.0","0"
"경기","파주시","교하읍","","지산중학교","공립","83.0","82.0","78.5","81.2","7"
"경기","양주시","화합로","","덕정중학교","공립","83.0","68.4","54.3","68.6","0"
"경북","고령군","우곡면","월오리","우곡중학교","공립","83.0","59.3","77.0","73.1",""
"제주","서귀포시","남원읍","위미리","위미중학교","공립","82.9","76.2","71.6","76.9","1"
"전남","함평군","함평읍","","함평여자중학교","공립","82.9","68.1","74.7","75.2","1"
"서울","서초구","","","서운중학교","공립","82.9","72.7","78.9","78.2","9"
"부산","부산진구","","","개림중학교","공립","82.9","76.2","79.5","79.5","3"
"부산","부산진구","전포동","","덕명여자중학교","사립","82.9","82.4","84.5","83.3","3"
"서울","용산구","서빙고동","","한강중학교","공립","82.9","64.8","77.5","75.1","2"
"전북","전주시","완산구","","전주우전중학교","공립","82.9","76.4","82.0","80.4",""
"광주","북구","신용동","","신용중학교","공립","82.9","78.0","71.8","77.6","3"
"경기","파주시","양지로","","심학중학교","공립","82.9","76.3","80.1","79.8","0"
"대전","동구","가양동","","대전대성여자중학교","사립","82.9","75.9","69.7","76.2","0"
"경기","고양시","일산동구","마두동","백신중학교","공립","82.9","74.0","74.9","77.3","9"
"충남","서천군","서천읍","화금리","서림여자중학교","사립","82.8","77.4","78.9","79.7","0"
"서울","동작구","동작동","","동작중학교","공립","82.8","76.3","66.1","75.1","1"
"서울","서초구","","","서초중학교","공립","82.8","77.0","72.9","77.6","9"
"경북","상주시","화동면","이소리","화동중학교","공립","82.8","75.6","81.3","79.9","0"
"경남","양산시","원동면","원리","원동중학교","공립","82.8","81.6","80.8","81.7","0"
"부산","북구","구포동","","구포중학교","공립","82.8","74.5","73.5","76.9","1"
"경기","수원시","팔달구","매향동","매향중학교","사립","82.8","73.8","67.7","74.8","2"
"경기","화성시","장안면","","장안여자중학교","사립","82.8","69.6","68.9","73.8","0"
"경남","김해시","부곡동","","월산중학교","공립","82.7","72.7","74.8","76.7","4"
"전북","군산시","서수면","서수리","임피중학교","공립","82.7","79.7","82.5","81.6",""
"서울","양천구","","","목동중학교","공립","82.7","80.3","77.7","80.2","11"
"경기","화성시","병점동","","병점중학교","공립","82.7","73.1","79.2","78.3","2"
"전북","익산시","성당면","갈산리","성당중학교","공립","82.7","71.0","67.9","73.9",""
"부산","강서구","","","명지중학교","공립","82.7","78.8","79.1","80.2","1"
"전남","해남군","화산면","연정리","화산중학교","공립","82.7","80.3","72.0","78.3","0"
"경기","용인시","수지구","풍덕천동","수지중학교","공립","82.7","79.6","80.3","80.9","15"
"서울","노원구","중계동","","상명중학교","사립","82.7","77.9","84.8","81.8","32"
"서울","노원구","","","중평중학교","공립","82.7","90.8","76.9","83.5","23"
"서울","강남구","수서동","","대왕중학교","공립","82.7","82.1","86.0","83.6","13"
"경기","남양주시","백봉로","","하랑중학교","공립","82.7","81.9","82.6","82.4","0"
"전북","정읍시","입암면","단곡리","입암중학교","공립","82.6","74.0","85.8","80.8",""
"경기","성남시","분당구","이매동","이매중학교","공립","82.6","79.9","78.0","80.2","15"
"경기","성남시","분당구","","구미중학교","공립","82.6","81.8","79.3","81.2","6"
"전남","나주시","봉황면","죽석리","나주봉황중학교","공립","82.6","79.2","80.3","80.7","0"
"경기","수원시","장안구","조원동","수일여자중학교","공립","82.6","71.2","74.2","76.0","3"
"서울","서대문구","","","가재울중학교","공립","82.6","81.2","70.7","78.2","5"
"경북","김천시","성내동","","김천여자중학교","공립","82.6","67.4","63.6","71.2","1"
"부산","해운대구","좌동","","양운중학교","공립","82.5","83.0","79.3","81.6","5"
"충남","서산시","성연면","평리","성연중학교","공립","82.5","77.1","77.8","79.1","0"
"부산","금정구","부곡동","","동현중학교","공립","82.5","73.0","81.0","78.8","0"
"제주","제주시","노형동","","한라중학교","공립","82.5","74.8","78.6","78.6","23"
"경기","안양시","동안구","","인덕원중학교","공립","82.5","74.4","72.5","76.5","3"
"서울","성북구","길음동","","길음중학교","공립","82.5","84.9","74.9","80.8","28"
"경기","안양시","만안구","","근명중학교","사립","82.5","70.6","63.6","72.2","5"
"울산","남구","","","학성중학교","공립","82.5","82.5","77.6","80.9","12"
"광주","광산구","산월동","","봉산중학교","공립","82.5","68.3","67.0","72.6","1"
"경기","양평군","개군면","하자포리","개군중학교","사립","82.5","80.8","82.4","81.9","0"
"서울","강북구","","","성암여자중학교","사립","82.5","79.7","73.5","78.6","5"
"경북","상주시","내서면","낙서리","내서중학교","공립","82.5","80.1","81.7","81.4","0"
"전북","장수군","장계면","","장계중학교","공립","82.5","70.7","74.1","75.8",""
"울산","중구","","","울산중학교","공립","82.5","79.8","77.2","79.8","6"
"경기","김포시","북변동","","금파중학교","공립","82.5","76.3","74.2","77.7","7"
"경기","양평군","양평읍","","양일중학교","사립","82.5","79.8","76.4","79.6","0"
"경기","여주시","점동면","청안리","점동중학교","공립","82.4","68.3","76.2","75.6","0"
"서울","도봉구","방학동","","창동중학교","공립","82.4","78.9","76.1","79.1","10"
"충남","홍성군","홍동면","구정리","홍동중학교","공립","82.4","66.1","62.9","70.5","0"
"경기","화성시","서신면","상안리","서신중학교","사립","82.4","77.2","74.1","77.9","0"
"부산","동래구","","","사직여자중학교","공립","82.4","78.4","77.0","79.3","11"
"충남","천안시","서북구","","천안불무중학교","공립","82.4","79.7","75.4","79.2","7"
"서울","송파구","","","해누리중학교","공립","82.4","77.0","73.7","77.7","15"
"울산","동구","화정동","","대송중학교","공립","82.4","77.8","76.2","78.8","1"
"경기","양평군","강하면","왕창리","강하중학교","공립","82.4","78.1","79.1","79.9","1"
"강원","횡성군","우천면","문암리","우천중학교","공립","82.4","83.7","68.4","78.2",""
"경기","하남시","신장동","","신평중학교","공립","82.4","71.9","79.4","77.9","0"
"경기","파주시","파주읍","","파주중학교","사립","82.3","76.7","75.9","78.3","0"
"전북","부안군","보안면","영전리","보안중학교","공립","82.3","61.8","63.0","69.0",""
"경기","의정부시","장암동","","동암중학교","공립","82.3","78.8","81.4","80.8","11"
"경기","양평군","청운면","용두리","청운중학교","공립","82.3","70.5","72.5","75.1","0"
"전북","고창군","신림면","무림리","신림중학교","공립","82.3","81.7","90.4","84.8",""
"경기","파주시","교하읍","동패리","두일중학교","공립","82.3","73.5","78.1","78.0","3"
"울산","동구","일산동","","명덕여자중학교","공립","82.3","82.3","77.1","80.6","2"
"경기","성남시","수정구","단대동","상원여자중학교","공립","82.3","76.4","72.9","77.2","3"
"인천","연수구","송도동","","인천예송중학교","공립","82.3","79.9","69.1","77.1","35"
"전북","익산시","영등동","","이리남성여자중학교","사립","82.3","78.5","83.0","81.3",""
"경기","고양시","덕양구","","향동중학교","공립","82.3","84.0","76.8","81.0","6"
"서울","강서구","내발산동","","덕원중학교","사립","82.2","76.4","81.8","80.1","7"
"서울","성동구","","","성수중학교","공립","82.2","74.8","81.7","79.6","0"
"충북","제천시","청풍면","물태리","청풍중학교","공립","82.2","68.6","77.8","76.2","0"
"전남","보성군","벌교읍","월곡길","벌교여자중학교","공립","82.2","66.1","65.0","71.1","1"
"경기","동두천시","한빛누리고","","한빛누리중학교","사립","82.2","80.6","63.6","75.5","0"
"대구","달서구","월성동","","월서중학교","공립","82.2","74.2","74.8","77.1","6"
"서울","송파구","방이동","","서울체육중학교","공립","82.2","61.1","66.5","69.9","0"
"경북","포항시","남구","지곡동","포항제철중학교","사립","82.2","75.7","77.3","78.4","23"
"대구","수성구","범어동","","정화중학교","사립","82.2","74.5","77.6","78.1","6"
"전북","전주시","덕진구","","전주덕진중학교","사립","82.2","73.9","77.2","77.8",""
"경기","가평군","북면","석장모루길","가평북중학교","공립","82.2","76.8","59.1","72.7","0"
"경북","경주시","양북면","어일리","양북중학교","공립","82.2","76.7","78.5","79.1","0"
"경남","고성군","삼산면","","소가야중학교","공립","82.1","69.9","78.6","76.9","1"
"울산","북구","연암동","","연암중학교","공립","82.1","79.0","69.8","77.0","0"
"대전","서구","변동","","대전내동중학교","공립","82.1","66.2","71.5","73.3","3"
"대전","중구","석교동","","동명중학교","사립","82.1","68.3","62.4","70.9","0"
"부산","영도구","","","남도여자중학교","사립","82.1","78.8","76.1","79.0","1"
"전북","순창군","복흥면","정산리","복흥중학교","공립","82.1","70.9","70.4","74.5",""
"부산","연제구","연산동","","연제중학교","공립","82.1","77.5","77.3","79.0","3"
"경기","김포시","사우동","","김포여자중학교","공립","82.1","73.0","72.2","75.8","5"
"경기","남양주시","","","별가람중학교","공립","82.1","79.0","83.8","81.6","9"
"울산","동구","서부동","","현대중학교","사립","82.1","78.6","74.7","78.5","2"
"강원","춘천시","사북면","신포리","신포중학교","공립","82.0","31.0","58.5","57.2",""
"경기","김포시","장기동","","운양중학교","공립","82.0","70.2","72.0","74.7","7"
"경기","포천시","신북면","가채리","포천여자중학교","공립","82.0","68.2","67.4","72.5","1"
"경남","사천시","곤명면","송림리","곤명중학교","사립","82.0","64.0","80.3","75.4","0"
"전남","장흥군","장흥읍","건산리","장흥향원중학교","공립","82.0","74.9","81.1","79.3","1"
"대전","유성구","반석동","","대전외삼중학교","공립","82.0","83.2","72.1","79.1","12"
"충남","보령시","동대동","","한내여자중학교","공립","82.0","66.6","74.3","74.3","1"
"충남","예산군","대술면","화천리","대술중학교","공립","82.0","66.0","51.3","66.4","0"
"경기","양주시","덕정동","","고암중학교","공립","82.0","75.4","74.4","77.3","4"
"제주","제주시","화북일동","","제주동중학교","공립","82.0","78.4","74.8","78.4","5"
"전북","익산시","금마면","동고도리","익산중학교","사립","82.0","80.9","77.2","80.0",""
"울산","동구","서부동","","현대청운중학교","사립","82.0","84.5","83.1","83.2","0"
"대전","동구","대성동","","대전은어송중학교","공립","82.0","75.6","85.6","81.1","1"
"서울","광진구","","","동국대학교사범대학부속가람중학교","사립","81.9","82.5","77.7","80.7","1"
"경남","창원시","진해구","여좌동","진해여자중학교","공립","81.9","70.7","78.3","77.0","3"
"서울","서초구","","","신반포중학교","공립","81.9","77.9","76.1","78.6","9"
"광주","남구","진월동","","대성여자중학교","사립","81.9","73.3","75.6","76.9","2"
"경기","남양주시","호평동","","판곡중학교","공립","81.9","79.7","82.8","81.5","4"
"경기","여주시","흥천면","계신리","이포중학교","공립","81.9","71.3","79.6","77.6","0"
"울산","중구","성안동","","성안중학교","공립","81.9","79.2","75.6","78.9","4"
"대전","서구","둔산동","","대전삼천중학교","공립","81.9","75.3","83.7","80.3","15"
"서울","노원구","상계동","","청원중학교","사립","81.8","66.5","72.6","73.6","2"
"전북","익산시","용안면","교동리","용안중학교","공립","81.8","68.4","58.6","69.6",""
"인천","부평구","부평동","","부원여자중학교","공립","81.8","73.3","71.0","75.4","12"
"부산","남구","대연동","","남천중학교","공립","81.8","82.2","83.1","82.4","10"
"전남","장흥군","회진면","회진리","장흥회덕중학교","공립","81.8","76.7","76.5","78.3","0"
"경북","영덕군","영덕읍","","영덕여자중학교","사립","81.8","73.5","66.4","73.9","0"
"대전","유성구","농대로","","대전어은중학교","공립","81.8","76.6","74.5","77.6","14"
"전남","담양군","수북면","수북리","담양수북중학교","공립","81.8","79.0","72.3","77.7","1"
